PK,NOMBRE,URIname,DESCRIPCION-ENTIDAD,HORARIO,Horario,TRANSPORTE,CONTENT-URL,NOMBRE-VIA,CLASE-VIAL,NUM,LOCALIDAD,CODIGO-POSTAL,BARRIO,DISTRITO,LATITUD,LONGITUD,TELEFONO,FAX,EMAIL,TIPO,TYPE
2059,Museo del Romanticismo,Museo del Romanticismo,,"Horario de invierno  (de noviembre a abril)  De martes a sábado: de 9:30 a 18:30. Domingos y festivos: de 10 a 15 horas   Horario de verano  (de mayo a octubre)  De martes a sábado: de 9:30 a 20:30. Domingos y festivos: de 10 a 15 horas   Cerrado:  Todos los lunes, 1 y 6 de enero, 1 de mayo, 24, 25 y 31 de diciembre.",de martes a sábado: de 9:30 a 18:30. domingos y festivos: de 10 a 15 horas,"Metro: Tribunal (líneas 1, 10), Alonso Martínez (líneas 4, 5, 10)  Bus: 3, 37  Renfe: Recoletos",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=706cef4d7f71c010VgnVCM1000000b205a0aRCRD,SAN MATEO,CALLE,13,MADRID,28004,JUSTICIA,CENTRO,40.4258551,-3.698783543,914 481 045 / 914 480 163,914 456 940,informacion.romanticismo@mecd.es,/contenido/entidadesYorganismos/Museos,Museo
6337393,Museo del Seguro. Fundación Mapfre,Museo del Seguro. Fundacion Mapfre,Ubicado en el edificio de Fundación MAPFRE exhibe una amplia colección de piezas relacionadas con la historia de la actividad aseguradora desde el siglo  XVIII  hasta nuestros días. Ofrece visitas guiadas y gratuitas para grupos.,De lunes a viernes previa petición de hora.,visitas con cita previa,"Metro: Colón (línea 4)  Bus: 5, 14, 21, 27, 37, 45, 53, 150  Renfe: Recoletos (Líneas C1, C2, C7, C8, C10)",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=479b95f8c72d5310VgnVCM2000000c205a0aRCRD,BARBARA DE BRAGANZA,CALLE,14,MADRID,28004,JUSTICIA,CENTRO,40.42326356,-3.692285059,"916 025 221 (para reservas)                                      
",,,/contenido/entidadesYorganismos/Museos,Museo
2115,Museo del Traje. Centro de Investigación del Patrimonio Etnológico (CIPE),Museo del Traje. Centro de Investigacion del Patrimonio Etnologico,"Edificio de carácter monumental, construido por Jaime López de Asiaín en 1969. Su objetivo básico es promover el conocimiento de la evolución histórica de la indumentaria y de los testimonios del patrimonio etnológico representativos de las culturas de los pueblos de Espańa.","De martes a sábado de 9:30 a 19 horas. Domingos y festivos de 10 a 15 horas.  Verano (julio y agosto): los jueves se amplia el horario de 9: 30 a 22:30 horas.  Cerrado: todos los lunes, 1 y 6 de enero, 1 y 15 de mayo, 9 de noviembre, 24, 25 y 31 de diciembre.",martes a sábado de 9:30 a 19 horas,"Metro: Ciudad Universitaria (línea 6)  Bus: 46, 82, 83, 132, 133, 160, 161, 162, G, U",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=053c4291ae91f010VgnVCM2000000c205a0aRCRD,JUAN DE HERRERA,AVENIDA,2,MADRID,28040,CIUDAD UNIVERSITARIA,MONCLOA-ARAVACA,40.43965782,-3.727837856,915 504 700 ,,,/contenido/entidadesYorganismos/Museos,Museo
2061,Palacio Real de El Pardo,Palacio Real de El Pardo,"Recinto en el que se conserva el Palacio, construido sobre el castillo del siglo  XV , la Casita del Príncipe, del siglo  XVIII  y la Quinta del Duque de Arco (Palacete que fue Casa de Labor y sus tierras). Desde 1983 ha sido adecuado para residencia de Jefes de Estado extranjeros en visita oficial.",Horario    De octubre a marzo: todos los días de 10 a 18 horas   De abril a septiembre: todos los días de 10 a 20 horas    Cierre taquillas y acceso a Palacio una hora antes,todos los días de 10 a 18 horas,Bus: 601 (Madrid - Colonia Mingorrubio),http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=9f9def4d7f71c010VgnVCM1000000b205a0aRCRD,MANUEL ALONSO,CALLE,8,MADRID,28048,EL PARDO,FUENCARRAL-EL PARDO,40.52052234,-3.776239061,914 548 700 (Información general),,info@patrimonionacional.es,/contenido/entidadesYorganismos/MonumentosEdificiosArtisticos,Museo
2062,Palacio Real de Madrid,Palacio Real de Madrid,"Construido sobre el solar del antiguo Alcázar tras un incendio en 1734. Proyectado por Juvara en 1735 y construido por Sachet de 1738 a 1764 bajo las influencias del clasicismo barroco. A partir de 1770, Sabatini ańadió el ala sudeste y realizó la gran escalera. Es de destacar el gran patio que articula el edificio y la fachada principal que aloja el balcón y Escudo Real.",Horario    De octubre a marzo: de 10 a 18 horas  De abril a septiembre: de 10 a 20 horas  Cierre taquillas y acceso a Palacio una hora antes,de 10 a 18 horas,"Metro: Ópera (líneas 2, 5 y Ramal Ópera Norte)  Bus: 3, 25, 39, 148  Cercanías: Príncipe Pío",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=47ddef4d7f71c010VgnVCM1000000b205a0aRCRD,BAILEN,CALLE,0,MADRID,28013,PALACIO,CENTRO,40.42075213,-3.712699107,914 548 700 (Información general),,info@patrimonionacional.es,/contenido/entidadesYorganismos/MonumentosEdificiosArtisticos,Museo
2063,Palacio de Liria,Palacio de Liria,Construído por Ventura Rodríguez entre 1762 y 1780 para el tercer Duque de Berwick y de Liria. De estilo barroco clásico. Destaca su fachada con columnas jónicas y pilastras que descansan sobre un basamento almohadillado.,"Las visitas:  viernes a las 10, 11 y 12 horas . Cada turno estará formado por un máximo de 15 personas.",viernes a las 10 11 y 12 horas ,"Metro: Ventura Rodríguez (línea 3)  Bus: 1, 2, 44, 74, 133, C",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=22bdef4d7f71c010VgnVCM1000000b205a0aRCRD,PRINCESA,CALLE,20,MADRID,28008,UNIVERSIDAD,CENTRO,40.42680682,-3.712597973,915 475 302 / 915 481 550,915 410 377,info@fundacioncasadealba.com,/contenido/entidadesYorganismos/MonumentosEdificiosArtisticos,Museo
2079,Panteón de Hombres Ilustres,Panteon de Hombres Ilustres,La construcción de este edificio responde a dos de las constantes de fines de siglo: la arquitectura historicista y la escultura funeraria. En él reposan trece personajes ilustres de la historia política y militar espańola.,De martes a sábado de 10 a 14 y de 16 a 18:30 horas  Domingos y festivos de 10 a 15 horas. Lunes cerrado  Cerrado todos los lunes del ańo,de martes a sábado de 10 a 14 y de 16 a 18:30 horas,"Metro: Atocha (línea 1)  Bus: 10, 14, 24, 32, 37, 54, 57, 141  Renfe: Atocha",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=361cef4d7f71c010VgnVCM1000000b205a0aRCRD,JULIAN GAYARRE,CALLE,3,MADRID,28014,PACIFICO,RETIRO,40.40622618,-3.683413042,914 548 700 (Información general),,info@patrimonionacional.es,/contenido/entidadesYorganismos/MonumentosEdificiosArtisticos,Museo
3362,Parroquia Santa Cruz,Parroquia Santa Cruz,,No hours available.,No hours available.,"Metro: Sol (líneas 1, 2, 3), Tirso de Molina (línea 1)  Bus: 50. 6, 26, 32, 65, 18, 23, 17, M1  Renfe: Sol",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=40e0b069a541f010VgnVCM1000000b205a0aRCRD,ATOCHA,CALLE,6,MADRID,28012,SOL,CENTRO,40.41460856,-3.705255882,913 691 239,,parroquiadesantacruz@hotmail.com / santacruz@archimadrid.es,/contenido/entidadesYorganismos/MonumentosEdificiosArtisticos,Museo
2213,Planetario de Madrid,Planetario de Madrid,"Inaugurado el 29 de septiembre de 1986, es un centro dependiente del Área de Cultura y Deportes del Ayuntamiento de Madrid. Durante los ańos 2016/2017 fue sometido a una profunda renovación tanto tecnológica como de las instalaciones y edificio, posible en virtud de un acuerdo de colaboración entre el Ayuntamiento de Madrid y la Obra Social &ldquo;la Caixa&rdquo; &ndash; que incluye dotación de contenidos, renovación de exposiciones y la realización de actividades varias en el campo de la divulgación científica.  Siempre con el fin de contribuir a la difusión de la astronomía y de la ciencia en general, tanto entre escolares como entre el público de cualquier edad y condición, posee una variada oferta de   proyecciones  audiovisuales,  exposiciones  y  actividades  (talleres, cursos, conferencias, observaciones públicas...)  Las proyecciones que se ofrecen en el Planetario de Madrid se renuevan periódicamente, y tienen una duración aproximada de 30 minutos.  Existen dos programaciones básicas diferentes: una activa durante el verano y época de vacaciones escolares, y otra durante el curso escolar. Durante el curso escolar, las proyecciones de las mańanas de los días lectivos se reservan a escolares.","Horario del centro . De martes a viernes, de 9:30 a 13:45 horas (reservadas a escolares) y de 17 a 19:45 horas. Fin de semana y festivo, de 11 a 13:45 horas y de 17 a 20:45 horas.   Horario de verano (ver aviso).     Cerrado:  Todos los  lunes  del ańo. El día  1,  la  tarde  del  5  y la  mańana  del  6  de  enero . El   día  1  de  mayo . Días  24, 25  y  31  de  diciembre.",martes a viernes de 9:30 a 13:45 horas,"Metro: Méndez Álvaro (línea 6)  Bus: 148, 156",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=c9c5b069a541f010VgnVCM1000000b205a0aRCRD,PLANETARIO,AVENIDA,16,MADRID,28045,LEGAZPI,ARGANZUELA,40.39228,-3.684956957,"914 673 461 (reserva grupos)                                                                                                                                                                                                                                                                                                                                                                                                                                               
914 673 898 (contestador automático de información)",,buzon@planetmad.es,/contenido/entidadesYorganismos/Planetarios,Museo
3359,Real Basílica San Francisco el Grande,Real Basilica San Francisco el Grande,"Conjunto conventual que sustituyó al monasterio franciscano medieval, construido por Francisco de las Cabezas entre 1761 y 1768, que fue relevado por Antonio Polo y que concluye Francisco Sabatini en 1784 donde se exponen colecciones de pinturas de los siglos  XVII  al  XIX.","Museo:     De martes a viernes de 10:30 a 12:30 y de 16 a 18 horas  Sábados de 10:30 a 12:30 y de 16 a 18 horas (si no se ofician actos religiosos).  Julio, agosto y septiembre: de martes a domingo de 10:30 a 12:30 y de 17 a 19 horas.",de martes a viernes de 10:30 a 12:30 y de 16 a 18 horas,"Metro: La Latina (línea 5) , Puerta de Toledo (línea 5)  Bus:  3, 17, 18, 23, 31, 35, 36, 41, 50, 60, 65, 148, 749, C1, C2",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=ef8d0713fb71c010VgnVCM1000000b205a0aRCRD,SAN BUENAVENTURA,CALLE,1,MADRID,28005,PALACIO,CENTRO,40.41084005,-3.714503846,913 653 800 ,,,/contenido/entidadesYorganismos/MonumentosEdificiosArtisticos,Museo
2087,Real Fábrica de Tapices,Real Fabrica de Tapices,,"De lunes a viernes de 10 a 14 horas. Todo visitas guiadas (La última visita comienza a las 13 horas), es conveniente reservar por teléfono o por email.  Cerrado: sábados, domingos, festivos, Semana Santa y agosto.",lunes a viernes de 10 a 14 horas,"Metro: Menéndez Pelayo (línea 1)  Bus: 10, 14, 26, 32, C",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=53cbff632081c010VgnVCM1000000b205a0aRCRD,FUENTERRABIA,CALLE,2,MADRID,28014,PACIFICO,RETIRO,40.40608733,-3.68251597,914 340 550,,informacion@realfabricadetapices.com,/contenido/entidadesYorganismos/MonumentosEdificiosArtisticos,Museo
4707297,Real Monasterio de Santa Isabel,Real Monasterio de Santa Isabel,"El Real Monasterio de Santa Isabel está situado en Madrid, dentro de la ciudad histórica, en una gran manzana, próxima a Atocha.  Santa Isabel agrupa dos fundaciones, un colegio de nińas, establecido por Felipe  II , y un convento de clausura de monjas agustinas recoletas, fundado por la esposa de Felipe  III , dońa Margarita de Austria.  La arquitectura de la iglesia se debe a Gómez de Mora, de mediados del siglo  XVIII . En la clausura se conservan numerosas obras pictóricas de los siglos  XVII  y  XVIII .",El acceso al templo sólo es posible en horario de culto.,No hours available.,"Metro: Atocha (línea 1)  Bus: 6, 19, 26, 27, 32, 34, 45, 59, 85, 86, C1, E1  Renfe: Atocha",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=545b544a249c6110VgnVCM1000000b205a0aRCRD,SANTA ISABEL,CALLE,48,MADRID,28012,EMBAJADORES,CENTRO,40.41213027,-3.699454794,914 548 700 (Información general),,info@patrimonionacional.es,/contenido/entidadesYorganismos/MonumentosEdificiosArtisticos,Museo
3349,Real Monasterio de la Encarnación,Real Monasterio de la Encarnacion,"Edificio construído por Juan Gómez de Mora de 1611 a 1616 como monasterio anejo al Alcázar Real, modelo de lo que se ha dado en llamar barroco madrileńo. Cuenta con la reliquia de San Pantaleón.",De martes a sábado: de 10 a 14 horas y de 16 a 18:30 horas  Domingos y festivos: de 10 a 15 horas. Tardes cerrado  Cierre taquillas y acceso 45 minutos antes  Cerrado todos los lunes del ańo,de martes a sábado: de 10 a 14 horas y de 16 a 18:30 horas,"Metro:  Ópera (líneas 2, 5 y Ramal Ópera Príncipe Pío), Plaza de Espańa (líneas 3, 10)  Bus:  1, 2, 3, 25, 39, 44, 46, 74, 75, 133, 138, 147, 148, C1, C2",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=72ad0713fb71c010VgnVCM1000000b205a0aRCRD,ENCARNACION,PLAZA,1,MADRID,28013,PALACIO,CENTRO,40.41967801,-3.711567963,914 548 700 (Información general),,info@patrimonionacional.es,/contenido/entidadesYorganismos/MonumentosEdificiosArtisticos,Museo
20605,Templo de Debod,Templo de Debod,"Templo egipcio dedicado a Amón de Debod y a Isis, construido entre 185  a. de C.  y el siglo  I  de la Era. Fue donado por Egipto a Espańa en 1968, en agradecimiento por la ayuda en el salvamento de los templos de Abu Simbel.","De martes a domingos y festivos: de 10 a 20 horas.   Cerrado los lunes y los días 1 y 6 de enero, 1 de mayo, 24, 25 y 31 de diciembre.   Último pase de visita 15 minutos antes del cierre.  Este horario y la apertura de salas pueden sufrir modificaciones, por favor, confírmelo en el teléfono de información del museo.",de martes a domingos y festivos: de 10 a 20 horas,"Metro:  Plaza de Espańa (líneas 3 y 10) y Ventura Rodríguez (línea 3)   Bus:  1, 2, 3, 25, 39, 44, 46, 74, 75, 133, 138, 148, C1 y C2   Renfe:  Príncipe Pío    Bus turístico:  Ruta 1. PARADA 10 - Templo de Debod   Otras formas de acceso:    Aparcamiento de coches: dentro del Área de Estacionamiento Regulado de la ciudad de Madrid.   BiciMAD (Servicio público de bicicletas de la ciudad de Madrid): Estación en calle Evaristo San Miguel s/n. (entre P&ordm;.  Pintor Rosales y calle Ferraz)",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=13b432df1d51c010VgnVCM2000000c205a0aRCRD,FERRAZ,CALLE,1,MADRID,28008,CASA DE CAMPO,MONCLOA-ARAVACA,40.42425097,-3.716531856,913 667 415 (Museo de San Isidro / Templo de Debod),,templodebod@madrid.es,/contenido/entidadesYorganismos/MonumentosEdificiosArtisticos,Museo
7685664,The Robot Museum (Museo del Robot),The Robot Museum,El Museo del Robot  acerca de forma directa y real el mundo de los robots de entretenimiento a cualquier tipo de público.,"Martes a viernes: 13, 17 y 20 horas  Sábados: 16:15, 17:15, 18:15, 19:15 y 20:15 horas  Lunes y domingos cerrado   Reservas online:  http://www.therobotmuseum.eu/reservar-online/",martes a viernes: 13 17 y 20 horas,"Metro: San Bernardo (líneas 2, 4), Quevedo (líneas 2), Arg&uuml;elles (líneas 3, 4, 6), Bilbao (líneas 1, 4)  Bus: 3, 21, 127, M2",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=e0b7b8dc8f719410VgnVCM1000000b205a0aRCRD,ALBERTO AGUILERA,CALLE,1,MADRID,28015,UNIVERSIDAD,CENTRO,40.42949061,-3.706873182,914 478 808,,,/contenido/entidadesYorganismos/Museos,Museo
7071384,Yacimiento paleontológico. Estación de Metro Carpetana,Yacimiento paleontologico. Estacion de Metro Carpetana,,"Visitas todos los días durante la apertura de la estación, de 6 a 1:30 horas (excepto los accesos con horario especial).",todos los días de 6 a 1:30 horas,,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=05fbb57fd3c70410VgnVCM1000000b205a0aRCRD,VIA CARPETANA,CALLE,328,MADRID,28047,ALUCHE,LATINA,40.39150793,-3.742883929,902 444 403 (Información),,,/contenido/entidadesYorganismos/Museos,Museo
13947,Banco de Espańa,Banco de Espana,El Banco de Espańa es el banco central nacional y el supervisor del sistema bancario espańol. Su actividad está regulada por la Ley de Autonomía del Banco de Espańa.,"De lunes a viernes: 8.30 a 14.00 h   Sábados, domingos y festivos: cerrado",de lunes a viernes de 8:30 a 14:00 horas,"Metro: Banco de Espańa (línea 2)  Bus: 1, 2, 9, 10, 15, 20, 34, 51, 52, 53, 74, 146, 202, 203",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=487d995a8bf5d010VgnVCM2000000c205a0aRCRD,ALCALA,CALLE,48,MADRID,28014,CORTES,CENTRO,40.41883392,-3.694821075,913 385 000 (centralita),,,/contenido/entidadesYorganismos/MonumentosEdificiosArtisticos,Monumento
3371,Basílica Pontificia de San Miguel,Basilica Pontificia de San Miguel,,No hours available.,No hours available.,"Metro: Sol (líneas 1, 2 y 3), Tirso de Molina (línea 1), La Latina (línea 5)  Renfe: Sol (líneas 3 y 4)  Bus: 3, 17, 18, 23, 31, 35, 50, 65, 148",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=9c383d232e91f010VgnVCM1000000b205a0aRCRD,SAN JUSTO,CALLE,4,MADRID,28005,PALACIO,CENTRO,40.41420316,-3.709671591,915 484 011,,,/contenido/entidadesYorganismos/MonumentosEdificiosArtisticos,Monumento
1744,Biblioteca Nacional de Espańa,Biblioteca Nacional de Espana,Fundada por Felipe V en 1712 como Biblioteca Pública de Palacio. En 1836 dejó de ser propiedad de la Corona y pasó a depender del Ministerio de la Gobernación y recibió por primera vez el nombre de Biblioteca Nacional y en 1896 se abrió al público.,Consultar pestańa ' Más información '.,No hours available.,"Metro: Colón, (línea 4), Retiro (Línea 2).  Bus: 1, 5, 9, 14, 19, 21, 27, 37, 45, 51, 53, 74, 150.  Cercanías Renfe: Recoletos (líneas C1, C2, C7, C8  y C10).",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=2b8d995a8bf5d010VgnVCM2000000c205a0aRCRD,RECOLETOS,PASEO,20,MADRID,28001,RECOLETOS,SALAMANCA,40.42300191,-3.690844234,"915 807 823 / 05 (Información) 915 807 800 (Centralita) 915 807 894 (Información sobre Exposiciones) 915 169 867 (Información sobre el Museo y actividades infantiles) 915 807 755 (Registro General y Cartería)                                                                                                
",,acceso@bne.es,/contenido/entidadesYorganismos/MonumentosEdificiosArtisticos,Monumento
14211,Bolsa de Madrid,Bolsa de Madrid,"Es el principal mercado de valores de Espańa. Tiene su sede en el Palacio de la Bolsa de Madrid.   Visitas guiadas al Palacio de la Bolsa   Todos los días laborables, en horario de mańana, la Bolsa de Madrid abre sus puertas al público para que puedan recorrer el Palacio de la Bolsa. Todas las visitas son guiadas por personal de la Bolsa de Madrid, con objeto de poder aclarar las preguntas del público, ofreciendo así una visita dinámica y participativa.  La visita tiene una duración aproximada de 60 minutos.   Visitas individuales    Todos los Jueves a las 12 horas.  Reservas:  visitas@grupobme.es     Visitas de grupos    Centros de Bachiller (colegios, Institutos,  etc )  Otros grupos: profesionales, universidades, centros de formación profesional, asociaciones,  etc   Horario: Desde las 10 horas de lunes a viernes  Grupos de 30 personas como máximo  Edad mínima: 16 ańos",No hours available.,No hours available.,"Metro: Banco de Espańa (línea 2)  Bus: 1, 2, 5, 9, 10, 15, 20, 34",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=0a9d81eb5f51c010VgnVCM2000000c205a0aRCRD,LEALTAD,PLAZA,1,MADRID,28014,LOS JERONIMOS,RETIRO,40.41688576,-3.692184323,917 095 000 / 915 891 184 (Protector del inversor),,infobolsamadrid@grupobme.es,/contenido/entidadesYorganismos/MonumentosEdificiosArtisticos,Monumento
1956,Casa de América,Casa de America,"Antiguo Palacio de Linares, diseńado por Carlos Colubí en 1872.  De estilo rococó, destaca la escalera de mármol de Manuel Aníbal Álvarez y toda la decoración interior.","Punto de información:    Lunes a viernes de 9 a 15 y de 16 a 20:30 horas.    Exposiciones (Salas Frida Khalo y Diego Rivera):    Lunes a viernes de 11 a 19:30 horas, sábados de 11 a 15 horas. Domingos cerrado.    Restaurante:    De 13:30 a 16 y de 20:30 a 0 horas. Cerrado domingos todo el día; lunes y martes noche en otońo e invierno.",lunes a viernes de 11 a 19:30 horas,"Metro: Banco de Espańa (línea 2)  Bus: 1, 2, 5, 9, 10, 14, 15, 20, 27, 34, 37, 45, 51, 52, 53, 74, 146, 150, 202.  Cercanías Renfe: Recoletos (líneas C1, C2, C7, C8, C10 y Regional).",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=10f979262ef5d010VgnVCM1000000b205a0aRCRD,CIBELES,PLAZA,4,MADRID,28014,RECOLETOS,SALAMANCA,40.41975905,-3.692284496,915 954 800 (información) ,,,/contenido/entidadesYorganismos/Consorcios,Monumento
20363,Casa de Cisneros,Casa de Cisneros,"Es uno de los pocos palacios renacentistas del siglo XVI conservados en Madrid, aunque con muchas modificaciones.",No hours available.,No hours available.,"Metro: Sol (líneas 1, 2, 3), Ópera (líneas R, 2, 5)  Bus: 3, 5, 20, 25, 33, 39, 50, 51, 52, 53, 150",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=023de35bba51c010VgnVCM2000000c205a0aRCRD,VILLA,PLAZA,4,MADRID,28005,PALACIO,CENTRO,40.41490075,-3.710503984,,,,/contenido/entidadesYorganismos/MonumentosEdificiosArtisticos,Monumento
20375,Casa de La Panadería,Casa de La Panaderia,"Iniciada por Diego Sillero en 1590 para el gremio del pan, será acabada y transformada en 1617 por Gómez de Mora al integrarla en el conjunto de la Plaza Mayor. La planta baja era completamente libre permitiendo el paso entre la calle Mayor y la Plaza. A finales del siglo  XVIII   Juan de Villanueva la restauró tras el incendio de la plaza en 1672. Es de destacar el balcón y Escudo Real de la fachada, así como sus pinturas.",No hours available.,No hours available.,"Metro: Sol (líneas 1, 2, 3).  Bus: 3, 50.  Renfe: Sol (líneas C3, C4).",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=944de35bba51c010VgnVCM2000000c205a0aRCRD,MAYOR,PLAZA,27,MADRID,28012,SOL,CENTRO,40.41583855,-3.707425708,,,,/contenido/entidadesYorganismos/MonumentosEdificiosArtisticos,Monumento
71807,Casa de La Villa. Ayuntamiento de Madrid,Casa de La Villa. Ayuntamiento de Madrid,,No hours available.,No hours available.,"Metro: Sol (líneas 1, 2, 3), Ópera (líneas R, 2, 5)  Bus: 3, 5, 20, 25, 33, 39, 50, 51, 52, 53, 150",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=483f68540e41c010VgnVCM2000000c205a0aRCRD,VILLA,PLAZA,5,MADRID,28005,PALACIO,CENTRO,40.4151883,-3.710624875,,,,/contenido/entidadesYorganismos/MonumentosEdificiosArtisticos,Monumento
20390,Casa de Velázquez,Casa de Velazquez,Centro de creación artística y de investigación situado en un palacete de estilo neoclásico de 1920.,No hours available.,No hours available.,"Bus: 83 , 133, 162  Metro: Ciudad Universitaria (línea 6)",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=a48de35bba51c010VgnVCM2000000c205a0aRCRD,PAUL GUINARD,CALLE,3,MADRID,28040,CIUDAD UNIVERSITARIA,MONCLOA-ARAVACA,40.44101364,-3.729986683,914 551 580,915 497 250,,/contenido/entidadesYorganismos/MonumentosEdificiosArtisticos,Monumento
2064,Casón del Buen Retiro,Cason del Buen Retiro,"Edificio que forma parte del Museo Nacional del Prado, donde pueden consultarse fondos de la Biblioteca, del Archivo y del Servicio de Documentación de la colección del Museo y de otras fuentes relativas a la historia del arte.","Mańanas    De lunes a jueves, de 9 a 15 horas (Servicio de libros y otros materiales hasta las 14:30 horas)  Viernes, de 9 a 14:30 horas (Servicio de libros y otros materiales hasta las 14 h)    Tardes    Lunes y miércoles, de 15 a 18 horas (Servicio de libros y otros materiales hasta las 17:30 horas)    Horario de verano     Desde el 16 de junio al 15 de septiembre, de lunes a viernes, de 9 a 14:30 horas",de lunes a jueves de 9 a 15 horas ,"Metro: Atocha (Línea 1)  Bus: 19, 10, 14, 27, 34, 37, 45  Renfe: Atocha",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=f0443d0b5e71c010VgnVCM1000000b205a0aRCRD,ALFONSO XII,CALLE,28,MADRID,28014,LOS JERONIMOS,RETIRO,40.41526375,-3.689232812,913 304 016 / 913 302 821,,biblioteca@museodelprado.es,/contenido/entidadesYorganismos/MonumentosEdificiosArtisticos,Monumento
5682031,Castillo de la Alameda,Castillo de la Alameda,"El Castillo de la Alameda o de Barajas se trata de uno de los escasos vestigios de la arquitectura militar del pasado siglo  XV  y uno de los pocos castillos que ha sobrevivido al paso del tiempo. Bajo él y su entorno, existen restos de asentamientos antiguos desde la Edad del Bronce hasta la Época Romana. En el edificio se realizan talleres para escolares y actividades en verano.","Abierto solo en fin de semana (sábado y domingo) y festivos (lunes festivos incluidos)   Del 1 de abril al 15 de junio de 10 a 21 horas.  Del 16 de junio al 15 de septiembre de 10 a 20 horas.  Del 15 al 30 de septiembre de 10 a 21 horas.  De octubre a marzo de 10 a 18 horas.   Cerrado: 1 y 6 de enero, 1 de mayo, 24, 25 y 31 de diciembre.",sábado y domingo y festivos de 10 a 21 horas,"Metro:  Alameda de Osuna y El Capricho (línea 5)   Bus:  101, 105, 112, 114, 115 y 151",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=fe43c4be8e688210VgnVCM1000000b205a0aRCRD,ANTONIO SANCHA,CALLE,1,MADRID,28042,ALAMEDA DE OSUNA,BARAJAS,40.45835461,-3.593290382,"913 667 415                                                                         
",,castilloalameda@madrid.es,/contenido/entidadesYorganismos/MonumentosEdificiosArtisticos,Monumento
